Combined Text,Sentiment,label
"service is anathema to spotify! once one has paid its high-end subscription fees for so-called premium , and spent days browsing youtube and various ais to learn how to use its complex and difficult tech, let alone get your money's worth out of spotify, you are left entirely on your own. service is anathema to this crowd! emails are never replied to. the chatbot is an utter waste of time effort flinging out stock, off-the-shelf guesses. humans try to resolve, but are completely at sea. months of back forth will leave you wanting. each interaction will gobble up at least three hours of your time at enormous effort - without resolution. you cannot get your costly account or library to synchronize across various devices. even the so-called community cannot resolve many issues. you are doggedly ignored on social media - spotify offshoots on x. to prevent negative feedback, so-called feedback surveys are deliberately posted at obscure hours before ultra-tight deadlines expire . but, hey, spotify debits your account at the speed of light each month, does not it! definitely not a nice, caring, supportive, considerate, enthusiastic or service-oriented streaming platform to invest your faith or money in!",Negative,0
do not use this website got a room through them back in june. when i get to the hotel i was told the card they had on file had 804 on it and they needed 96 to complete the payment. after 5 attempts and getting the run around on both myself and the general manager of the hotel. i had to pay extra because they did not fill the card entirely. and good luck trying to get your money back i filed a complaint and tried for a refund but they do not care. do not this website do not use it.,Negative,0
very good the trip is very good.but the system is different from chinese.,Positive,2
"here's a clearer and more professional on july 29, i used a 40 discounted uber ride promotion. before confirming the ride, i checked the fare, which was 20.50 before the discount. based on the advertised 40 discount, i expected to be charged significantly less. however, after confirming the ride, i was charged 19.35. when i contacted uber support, i was told that the 40 discount only applied to specific vehicle types, specifically item delivery rides, and not to standard passenger rides. however, the promotion did not state this anywhere. the discount was clearly labelled as applying to a ride, with no mention of any vehicle type restrictions or exclusions. i explained that the restriction they referred to was not disclosed in the promotion, but instead of addressing my concern, the support agent ended the conversation and closed it, preventing me from discussing the issue any further. i believe the promotion was misleading because the eligibility restrictions were not clearly communicated before i booked the ride. i would appreciate a proper explanation and a review of the fare charged.",Negative,0
"the advertised a closed hotel and took the advertised a closed hotel and took payment, looks like the hotel been closed for years its been 2 days and still waiting to hear from customer services",Negative,0
"1 star 1 star i placed an order through doordash and later noticed on my bank statement that i was overcharged. when i contacted customer service, they gave me the runaround and tried to blame my bank. i ve never had my bank overcharge me when using doordash before, so that explanation made no sense to me. instead of actually helping resolve the issue, they just kept passing the blame. terrible customer service and a very frustrating experience. i will never use doordash again. i deleted the app and will take my business elsewhere.",Negative,0
"never in my life will i use booking.com never in my life will i use booking.com again. charged me when trying to book a stay, got a message saying that the booking went wrong but the money has been charged ?! . no problem, next message was an option with the question do you want a refund? - yes, i do. it then said you will be refunded in 7-12 days ?! . okay. funny how you can charge in a blink of an eye but need 12 days to pay back. but okay. it has now been a month and no refund has been issued. customer service is a bot, i messaged them there, got the answer that i will be receiving an answer within 24h. 7-10 days went by, then a got an answer asking me for some kind of pin so that they could look into the refund issue. comical to be honest, this is one of the worlds biggest online platforms. never again simply.",Negative,0
"it was ok it was ok, rides were expensive but the scooters made it worth it. drivers were a plus point, friendly and helpful. it was easy to book and use, but nothing amazing as this service is now the norm",Neutral,1
just go smack your head against a wall will achieve more!!! genuinely the worst company hands down i am surprised how bad a company can be you would get better response and feedback from a donkey and i am not even exaggerating if you have an issue wether you are a driver or rider forget giving them a call there's no point nothing will get resolved. staff respectfully lack basic training understanding which is ubers fault you will speak to 10 different customer service operatives and get 12 different responses. because of this company i actually believe we need to introduce a different rating system instead of 1-5 star system we need a minus -5 to a 5 star and of course i would give them a -5,Negative,0
"refund denied when they made a mistake i placed my order and added instructions that all items not to be replaced without my approval, and if not available, refund. yet i get the wrong size of a picture frame so it is completely useless to me . i was not asked about the different size to approve it, the shopper probably did not pay attention or just did not follow my instructions. it is clearly a mistake by their shopper. yet refund was denied for absolutely no reason, and my time was wasted chasing it. not using door dash again.",Negative,0
doordash tampering with food i ordered a pizza and cinnamon rolls that was delivered by doordash. my pizza had been eaten out of and the cinnamon rolls were turned upside down. both deals of both boxes were broken. i contacted doordash but they refuse to give me a refund. i spent 40 and got nothing back for their dasher tampering with my food. i refused to eat it or give to my children. beware because doordash does not honor the quality of the food that they deliver. use another platform.,Negative,0
"locked account held funds for 20 days with zero support updates member id p12844916 wise has locked my wife's account and is holding our money with zero explanation or customer support communication for over 20 days. i uploaded all requested verification documents through the in-app prompt nearly three weeks ago, where the status stated we have got everything. despite this, i have received no emails, notifications, or timeline estimates. today, the system prompted me to re-upload the exact same documents all over again. holding customer funds for almost a month without providing updates, a ticket number, or access to support is completely unacceptable. account reference membership id p12844916 i require an immediate compliance escalation and manual review of my account to release my funds.",Negative,0
we ordered a taxi and received a we ordered a taxi and received a message saying it s on its way followed by the trip is cancelled then they charged us for there cancellation never using this service again,Negative,0
associate professor i like the experience.,Positive,2
"i used wise for more than 3 4 years and i used wise for more than 3 4 years and had been a long-term customer with a significant amount of money in my account. after i started making some crypto investments to my own binance account, wise suddenly decided to close my account. i was told i could appeal the decision or get my money back. i completed the appeal process they requested, but more than a month later, i am still waiting for my funds to be returned since 13 july. as well they said they can take up to 60 days on the costumer service for the money to be returned. no bank can keep this money from you, it is such a horrible experience, they act like you are a criminal with your own money! having a large amount of your own money stuck while receiving no clear resolution is extremely stressful and frustrating. after being a customer for several years, i expected much better communication and support. i would rate my experience 0 5 if that were an option. based on my experience, i cannot recommend wise to anyone who may need reliable access to their money.",Negative,0
urber been taking subscription out urber been taking subscription out without my permission i done cancelled it when i want to check on a ride and i do not use them i end up using lyft. days later i am getting charged cannot talk to a live person they was doing it with one card now my other card. sucks,Negative,0
"proof of out of stock item, refund denied anyway was given proof by the store that the item i ordered was out of stock. doordash still refused to refund me and wasted hours of my time. absolutely criminal that they can just steal from you and refuse refunds.",Negative,0
i do not wanted to give one star even. this my second time i am experiencing the same problem again and again. the driver is simply accepting the trip without thinking they can make it. they do not giv... see more,Negative,0
i have an issue with an accommodation i have an issue with an accommodation from there site. the accommodation told me that they are were wrong but that i couldn t get the money back. the accommodation wasn t possible to come there. booking.com should help me but in 24 hours they told me without any reason that can t help me. that s all. so be careful when you book something !! there is no help,Negative,0
"booking.com lied this happened a couple of months ago.it is absolutely disgusting that a big company like booking com.treats their customers just like this. a couple of months my best friend and i travelled to melbourne from brisbane for a holiday for a week. we purchase and paid for a 2 bedroom apartment. in the heart of the city, what we got when we arrived was i heard child that was quite pushy, asking us exactly what time we would be in, because i am not from that area.i said, i do not know, but probably about one.they said, check in is not till 3 and i said, why ask in the first place. when we arrived, we were shuttled upstairs to the room.as we walked in, i realised that it was one bedroom apartments instead of two bedroom apartments that we actually paid for.... we spent closer 2 hours trying to talk to somebody from booking com, and when i finally got to speak to somebody, they said that they will call me straight back, they never called back. it was just an email explaining that they will fix it, and nothing was ever fixed. i do have photo evidence. the hotel themselves and booking.com. did not help at all, so i had to sleep on a couch. for the duration of the stay.... only because i kept hounding them for appropriate answers.and why they made this mistake?they were giving us next to bear minimum of a twenty percent refund that we never have seen at all. i have so much evidence taken on my phone and both hotel and booking com. as i said before, did not help and actually made the stay worse.it was a horrible hotel that is meant to look glamorous and wonderful, and it is not. do you know not stay there? it is disgustine. you could hear people next door the walls with that thin, the only thing that worked well was the heater. the people that work as a hotel were very rude, and they did not care, they are news that they had our money and was not going to return it.",Negative,0
"rented a car rented a car, when we got their they couldn t charge our card for the deposit or any of the 5 cards we had with money on. so they cancelled our car but no refound from the booking.com where we paid for the car . ended up paying for 2 cars. i will never use booking.com again.",Negative,0
one of the worst platforms to exist you one of the worst platforms to exist you are now litrally paying to watch adverts. bye netflix bye bye.,Negative,0
throw monies out the window rude driver who didn t even attempt to get me correct icecream. said didn t have in stock when i know they did. got 2 gallons of icecream i had to throw away cause weren t sugar free. customer service was horrific denying me a refund. stay away from doordash unless u like throwing monies out the window,Negative,0
uber won t cancel my membership as you uber won t cancel my membership as you have to have an account with them and they won t let me cancel as they have no record. that s what uber does they let people down by lying saying they will help. it s disgraceful and unprofessional,Negative,0
so now netflix costs more so now netflix costs more. but they have done nothing to improve the quality of movies. also there was a crappy movie. and almost every three minutes. commercials pop up. what is it with them? they dont appreciate the customers that pay? it is like they are punishing you and me for having netflix.,Negative,0
"easy and clever application easy and clever application, i can use well.",Positive,2
"free shipping on orders over 30 free shipping on orders over 30. ordered 6 of one color rechargeable wine bottle lamps. added 2 of a different color and was charged for shipping on those. cancelled that part of the order. since you are not shown an invoice before they run the credit card, you have to go through the refund process. seems like it would make sense to be able to approve the transaction before paying. i would probably have added more items to the second order to get free shipping.",Negative,0
"the most horrible and unstable app ever made. the most horrible and unstable app on planet earth for windows, android, and any other operating system ever made on god's green earth. i tried installing 3 different versions on my windows11 desktop. every time it gives me error 103. i cleared data, reinstalled, tried running as admininistrator. cleared and flushed my dns, my ip address. formatted and fresh installed it again on my harddive, hell i even got in touch with microsoft support since it keps telling me my firewall was blocking it but i never changed my settings and even disabled my firewall but nope. nothing. every other applicaiton on my desktop is working just fine without a hitch. i would rather listen to elephants farting than any music track on this dumpster fire of an app.",Negative,0
safe easy reliable thanks safe easy reliable thanks,Positive,2
"doordash employs meth addicts supervising a worker, they d take breaks to smoke meth and then continue working for doordash. leaving food outside of apartment buildings rather than at the door. app is buggy.",Negative,0
"i am getting sick of some temu sellers i am getting sick of some temu sellers doing false advertising, case in point, bought a 300 pack of butt solder shrink joints, they show a packet of 300, but you only get 100 butt shrink joints, the other 200 i just black shrink covers, which are small and probably will never use. temu needs to do something about this, there needs to be better transparency by the sellers, unfortunately i cannot complain direct to the seller, as you can on ebay. basically temu cannot be trusted",Negative,0
i ordered 24 bottles of strawberry i ordered 24 bottles of strawberry water only received 6 so i put in a request for a refund and was denied so that's 12 gone!! goodbye temu i am now going to shut down my account! the order number is po-210-02558378404470015. ordered on the 3rd august,Negative,0
"booking.com compensation fails to meet expectations two times it happened that our booking got cancelled the day of arrival, after a lot of hassle and calling with the booking costumer service we have received our money back. the downside is that we now had to book a different accommodation very last minute and pay more for those accomodations. booking.com would compensate up to 60,- for this, which we thought was quite good costumerservice. it turns out that this is the amount paid out to the booking wallet. you do not receive the money it self, if you do not use it quickly enough it will disappear and its extremely hard to find an accommodation that accepts wallet payments. all in all, traveling with booking.com has been the worst, most time consuming and stress full experience in my years of travel",Negative,0
"netflix is a con i have had a premium account with netflix for the past 10 yrs, i am cancelling as it wont let me watch a series through a vpn. i turned off the vpn and it still will not let me watch. it is the biggest con going at the minute",Negative,0
"netflix lost its way netflix has lost sight of what makes a network worth supporting respecting the viewer. they are trapped in a cynical, metric-driven cycle where high-quality storytelling goes to die. they treat great series like disposable bait, cancelling fantastic shows after 2-3 seasons right when the storylines mature. why? because it is cheaper to fund flashy new season-one shows to pump up subscriber growth. they alienate loyal users for corporate greed and profit. i am done paying for half-told stories.",Negative,0
"sharing my true experience sharing my true experience, help ppl understand this company. i made a hotel reservation on booking.com in may 2025. on the webpage, it showed booking was successful. but after that i never received any notification email text to confirm. but transaction was posted on my card. i reached out customer service and they said i cannot get refund. i had to go through the dispute process which took more than two months to get my money back. it s wasting time and worst experience. i will never use it again.",Negative,0
"i tried to get my vacation home listed i tried to get my vacation home listed on booking.com without sucecss because i was asked for a bank account number with 5 or 7 digits. mine has 9. i tried and tried to get hold of some sort of customer service help, but i only got mindless ai robots who spewed silly unrelated responses. seems like there really is nobody home. i have yet to get any sort of personalized response. it is one thing to be concerned that the robots are taking over. it is another thing to leave before it has happened. perhaps that is idea? set up a fully automated cash machine.",Negative,0
"we had 2 horrible experiences with we had 2 horrible experiences with booking.com. we booked a place in italy, that did not appear to exist. called, emailed, could not get a hold of anybody. then had to fight booking.com and the credit card company to get a refund. then we booked a stay in marathon, fl called rainbow bend. they had somebody in our room that we booked that did not know their reservation that they thought they extended with booking.com was not legit. huge mess. we had to book another stay somewhere else, and we are currently fighting with booking.com for a refund again. i will never use them again or recommend them to anybody, and i will be reporting them to the appropriate government agencies.",Negative,0
"not a service that delivers, just money grabbing. i cancelled my netflix had been using since 2019 and never looked back. after numerous shows advertised and got me excited were never renewed for a 2nd season. so feel like my time has been wasted and i am left with unresolved cliffhangers. this keeps happening to shows that are very popular too. feels like netflix just wants to churn out whatever content that falls into their lap rather than deliver what people really want. i feel used.",Negative,0
i ordered from this scamming company i ordered from this scamming company. nobody would pick up my order so i canceled it. they would not refund me. they charged me even though i didnt get my order. never order from this horrible joke of a company,Negative,0
"uber submitted claim to my insurance uber submitted claim to my insurance for an incident that never occurred, due to rider providing false information. now i ll have go back and in get my insurance cleared up.",Negative,0
"perfect perfect, fast and professional",Positive,2
products do not bye from temu i bought 2 air fryers by mistake as i thought i bye through paypal and it did not go through it was just taken by temu but paypal told me that it was on automatic payment and paypal removed it. so do not tust temu at all they are crap i have tried to get a returns address but failed and i do not think i will send them back anyway because of some one else doing that and was told they had come back damaged that's why i do not trust temu where is the proof they are damaged i ask myself that's why i will not send them back please do not buy from temu as i will not again,Negative,0
"this is for uber driver app,so uber is this is for uber driver app,so uber is so racist,they do that like an art ,discrimination, harassment, different rates for same job, favoritising some drivers, keep you hours waiting for jobs,no one to help when you need,most of jobs are underpaid,very low rates,uber is total disgrace,if you are a taxi driver do not sign with them you will be sorrow,local taxis a lot better than uber be aware on these cowboys",Negative,0
"do not user uber do not user uber. they are unfortunately dishonest and could not care less about the rider. i have been triple charged for a ride when the driver was dishonest about the trip - he started it without actually fetching me. when i cancelled it in order to rebook a real trip - i was charge for his non-existent trip as well as a cancellation fee, not to mention the actual trip i took and tipped handsomely for. there is no customer service - you cannot get hold of a human being for assistance. uber clearly condones dishonesty and theft. i am very happily deleting my account today.",Negative,0
"paying for a service i could not access hello, i have been charged by netflix for the past three months, even though i cancelled my subscription and have not been able to access the service. when i contacted support, i was told that there are no payments associated with my account. however, i have bank card statements showing these charges. i would like you to investigate these charges using the billing information, including the dates, amounts, and the description that appears on my card statement. since i have been paying for a service that i could not access and believed was cancelled, i would also like to request a review of these charges and information about a possible refund. please let me know how i can provide the relevant documentation and proof of payment. thank you.",Negative,0
account hi uber is not good .please dont trust account my account 1 year and 7 month 47.96p,Negative,0
wait driver in malaga airport wait driver in malaga airport 35min.driver 5min 1.9km parking 35min and chat i am in way. but when i cancel trip driver collect next person.,Negative,0
horrible - avoid worst 'customer service' experience ever!!,Negative,0
"urgent refund i have responded with the order number and i am to get a response hello, i m honestly quite frustrated with this response, especially because this issue has already been going on for quite some time. how does it make sense for me to spend money returning an item when the cost of returning it is significantly more than the value of the item itself? i should not have to incur an unreasonable expense just to receive a refund for an item that was already problematic. if you are unable to process the refund without a return, then i would prefer that you reship the item to me instead. i have been trying to resolve this for a while now, and i m becoming increasingly dissatisfied with how long this has taken. i would really appreciate a practical solution rather than being asked to spend even more money to resolve the issue. please let me know if you can either process the refund without requiring a return or reship the item. thank you.",Negative,0
"i feel like this website is a scam sometimes the items on from temu are very hit and miss as far as their quality. my biggest complaint with this website is that they promise you things like eight free gifts 9 free gifts etc put in writing that there's no way anybody could read conditions. i bought a cat tree from them and then when i put it together it was not as big as far as the size of for the cats as what appeared on the website. when i mentioned this to them they gave me a 3 credit. wow, that was so generous. problem is some of their stuff i truly like but is it worth the games? i am thinking not.",Negative,0
"booking.com bordering on illegal. booking.com is clearly fraudulent. i booked a hotel room for one night and very shortly after i realised i had entered the wrong date by 24hrs and put a submission in for a change of date. this submission goes directly to the hotel. in the morning i had a message from booking.com to say the hotel had confirmed that no rooms were available for the previous night. even though i d checked before submitting the request and there were 5 same room vacancies. so i called the hotel who told me there was evidence of a change of date submission. before they had had a chance to accept this change booking.com had intervened and rejected it. the hotel said there was nothing more i could do. so in short booking.com rejected my request on the hotels behalf even though they have a free date change policy within 24hrs of booking and there were plenty of rooms available and would have accepted my request. booking.coms customer support is non-existent and their app just keeps referring me back to the hotel, who in turn refer me back to booking.com booking.com are clearly acting fraudulently and retaining my money and going against the hotels own policy by intervening the system quickly to reject my request. it s insane. that s called fraud! i want my money back.",Negative,0
"it is one of the worst apps in the world, you cannot listen to your songs until you pay, which is pretty bad when you are under 18 and your parents are saving every penny.you cannot listen to songs, you c... see more",Negative,0
stealing money i had a free plan and after that i thought i had more free premium but no then i got charged 10 without my authorizsation and for me with no job and income and a thight budget its bad,Negative,0
they hide the total fees our hotel ended up being 75 more than listed and did not show up until i hit submit. tried to cancel right away but they would not even within 1 minute realize if they ripped... see more,Negative,0
"the shirt fits like a small the shirt fits like a small, not a medium",Neutral,1
netflix has a limited selection of netflix has a limited selection of movies for what started as 6.99 somehow became 31.00 monthly then it took considerable time n effort to unsubscribe,Negative,0
"no room no refund reserved a room, got there it was a dorm, a male dorm i am female. had nowhere to stay, it was 36 degrees, 2 months still have not been refunded because apparently i did not have a flexible policy. impossible to speak to a person with sense, they just want me to give up pay for a place i did not stay in. i advize not to bother.",Negative,0
horrible service horrible service! we never received our order!,Negative,0
"absurd customer service that is appalling and robotic. sending automatic replies, never replying properly to messages. when you called, they tried to avoid you and say they will get back to you. that never happens. i felt quite scammed a couple of times where i paid for uber one and i didn t get any perks as i was promised and they didn t absolutely care about it.",Negative,0
"extremely poor customer delivery extremely poor customer delivery partner support uber eats australia my experience with uber eats australia has been completely unacceptable. my delivery partner account was restricted without providing me with a clear reason. i followed uber s instructions, submitted all documents they requested, and completed the required verification. despite doing everything asked of me, my account remains restricted. what is even more concerning is the way uber support has handled the situation. i have repeatedly contacted support through chat, yet i have received no proper explanation, no meaningful investigation, and no actual solution. i am simply left waiting while my issue is effectively ignored. this is not what anyone should expect from a company of uber s size. if uber has a genuine concern about my account, then tell me what the issue is. if there is a problem with my documents, tell me exactly what needs to be corrected. if there has been a mistake, fix it. instead, the current approach feels like restrict the account, provide little or no explanation, and leave the person repeatedly contacting support with no resolution. this is particularly serious because this is a work account. restricting someone's ability to work and earn money without clearly explaining the reason is not something that should be treated casually. uber eats australia needs to take responsibility for this poor support experience. i am publicly raising this issue because normal support channels have failed to resolve it. i am requesting an urgent manual review by the appropriate team, a clear explanation for the restriction, and restoration of my account if i have complied with all requirements. uber eats please stop ignoring the issue and actually investigate it. a company that relies on delivery partners should also respect the people who provide that service. i expect someone from uber eats australia to contact me and provide a genuine resolution, not another automated or generic response.",Negative,0
"spotify use to br great for streaming spotify use to br great for streaming, now it sucks! i have been a member for over 8 years and now i will be canceling service. glitches, songs downloaded removed, and the price steadily rising, is not worth it.",Negative,0
worst customer service i have ever come across this is the worst customer service i ever encountered. i fell for a three month free trial via the trainline app. however i did not use it so cancelled within about six weeks. got a screen message confirming that i would revert to the free version and thought no more about it until i saw payment taken from my credit card in july. i had not even used the service or i guess i would have noticed i was not on the free version. but i was seriously ill in hospital at the time. i have just wasted nearly an hour trying to find customer service to be told refunds are not in their policy. then they offer to cancel now as if they are doing me a favour. an utter disgrace and a cynical way to exploit customers,Negative,0
use trivago we use booking.com a lot home abroad . i am writing this review after trying to speak to a manager also emailing the ceo . given over a week and they still have not bothered to contact me. again proving that their customer base is not important. well booking.com you do have a few rivals who will be getting our business in future . so we booked a pub stay in a small market town . drove 3 hrs expecting to have a lovely relaxing weekend. when we arrived the pub had a sign saying closed under new ownership . we tried to contact the pub but the phone just kept ringing . we then called booking.com took awhile to get past ai in the street with bags around us eventually spoke to a young man what a joke extremely poor if any training given he said all he could do was apologise a good trainer will tell anyone that's a big no no it is not all you can do he said he could not contact the pub but they were open still taking bookings passing the book then the new landlady came out explained that she had been onto booking.com for 2hrs saying they were not open only just moved from scotland that morning . she had asked them to contact the many people that were booked in . the young man kept putting us on hold for long periods of time . he said there was no manager in the building anyone running a cc will also know this is utter rubbish he could not give us a managers name . in the end he promised to get one to call us back . well this never happened. he made out he was doing us a favour by cancelling the booking and refunding us . he could not make another booking but we could ourselves if we wanted to. the customer service and policy's are shocking . we either slept in the street - returned home or tried to find somewhere else with no further help from them . we had gone for a purpose to this market town and nearly everything was booked up as it is only small . one hotel at over 400 a night was free . we called a bnb never our first choice to stay in one she luckily had just had a cancellation more than the pub we had originally booked . we were grateful that this lovely lady accommodated us in her lovely home . i will never trust booking.com again . yes mistakes errors things like this happen . it was extremely stressful my husband's ill . but the cc agent was not given any support by his manager . no real empathy to our situation. staff should be able to make things right when mistakes are made they should be able to log on book the customer a new place to stay and stand any price difference. shame on the managers working there that day clearly have ceo s who do not care either. anyone who has got an upcoming booking i suggest you call the place before leaving home . if this had been vulnerable person on their own it could have a bad outcome . we will not use them again they have not apologised or refunded the price difference either as promised . disappointed disgraceful service,Negative,0
"expect heartache well, they ve done it again! after accepting a 9.95 ride, i was yet again fined 8 for not being at the pick up site . . false - i always book my ride from the pick up spot, with my location option activated the driver advised me that he was about 200 yards away, and could i come to him? so i did this, then he asked could i pay him 10 in cash for the ride, to which i agreed, even though this instantly jacked the price up to 17.95. original quote of 9.95 8 fee for not being at the pick up spot. anyway, i checked my bank statement when i got home only to find that through the magic of technology. i had been charged the 8 fee, twice! so i messaged a complaint to the good folk at uber who have advised that yes, i am correct, and the money will be returned to my bank account shortly - up to ten working days i m gobsmacked to see this behaviour is so common place amongst drivers this exact scenario has played out before, and i did not have my money reimbursed until i mentioned to them if you don t believe my story, then feel free to contact the police reception desk in the inala civic centre, and you will see for yourself on cctv, me standing there, with no uber ever coming near me my 8 no show surcharge was refunded immediately - and not up to ten working days i use ride share extremely sparingly now, because expect to be ripped off at every turn by these cowboys, and if i m not diddled i usually give a 5 tip, for honesty, anyway",Negative,0
"worst customer support of any company i worst customer support of any company i have ever dealt with. it is just money, money, money, money that they are interested in. just appaling",Negative,0
"want to be scammed? use booking.com booking.com had a data breach months ago, as reported on the bbc in april 2026, with scammers targetting anyone who made a reservation. but they have not fixed this problem. i just received a whatsapp message from a scammer who had my correct name, email address, hotel and reservation details. i did not fall for it, but will never use booking.com again.",Negative,0
very misleading very misleading. new customers are under the impression that they are receiving free credits when in actuality when they go to check out their shopping cart the company asks for a credit card. i had to cancel several items and request refunds for things my teenage daughter purchased. it s not worth the headaches as they take their time to reimburse you.,Negative,0
"horrible customer service! horrible customer service!! i realized i was being charged twice monthly for uber one memberships. trying to figure out how to talk to someone at uber is next to impossible, even just a way to start a conversation to figure out what was going on. eventually i found a chatbot and my issue was escalated after some type of csr let me know that there was a person whose name i didn t recognize had opened a second acct using my credit card. from there, supposedly it was being moved up the food chain, but the responses i received were either ai chatbots or some clueless employees who didn t read the chats. there is no way to talk to a human being, and eventually, after talking to my bank and reporting the fraud, i just decided to close my entire uber account mainly due to my frustration with the lack of customer service. for the prices uber charges, they should have a human available. never again!!",Negative,0
"140 order was never delivered to hungry family my family ordered dinner from gates bbq costing over 140 plus fees and tip. this was a full family meal including 2 slabs of ribs, fries, sandwiches and overall the works. the order was picked up by the driver but never delivered. the driver sent a black screen instead of the actual picture of our food at our door. the driver was allowed to keep the tip and no explanation of what happened to the food. my family was hungry and upset and we had to drive to restaurant and spend another 100 plus dollars this same night. in this economy this was a nightmare. never again we will order a large family meal through doordash. they did provide a refund for the meal, not the tip, but this takes many business days. while doordash is convenient at times, be careful and mindful of what happened to us.",Negative,0
"never use them- they do not refund we booked a hotel that we found on trip advisor, through booking.com. trip advisor indicated the hotel was pet friendly. when we showed up at the holiday inn and suites in meriden we were told it was not pet friendly. booking.com refuses to refund us as they blame trip advisor. trip advisor blames the holiday inn and suites for not monitoring the trip advisor site. booking.com is who we paid so they should be reimbursing us. we were a family of four left to find alternate accommodation in the middle of the night. very disappointed. will never use booking.com again.",Negative,0
why is law not enforced? why is law not enforced? they use illegal methods like clicking in a field next to the button to cancel your cancellation. after that you cannot cancel and customer support is not existent in my account.,Negative,0
"my honest review the rides on uber are cheaper than the rides on lyft. i like how the app makes it easy to spot your uber driver's car. however, i do not like how uber takes a large sum of the driver's earnings.",Positive,2
point a to point b very quickly!! i was picked up quickly and the driver seemed to be a very nice guy. everything with the app went smoothly!,Positive,2
"the call center talked to me and put my the call center talked to me and put my mind at ease, and explaint the workings on the weekend. thank you.",Positive,2
"never use uber eats! never use uber eats!! their customer service is either a computer or staff are trained to ignore and irritate customers. we ordered two orders of fish tacos for 14.95 each, a service fee and a tip on the amount. we discovered after he left that we only had one order. i contacted uber eats and they automatically refunded me 13.65, less than i paid for the tacos!! i chatted there s no phone customer service that i could find with three or four agents and asked for the manager, each time their only response was, your refund has already been given so we can t change it!!! i was so frustrated that they not only didn t compensate me for their error, they didn t even pay me the full amount i was cheated out of!! and they didn t care one bit about me the customer, it s all about making more money at our expense even money that doesn t belong to them. never again!! i m using door dash from now on.",Negative,0
"very easy to transfer funds in very easy to transfer funds in different currencies, good exchange rates and low fees.",Positive,2
good music and playlists but im so good music and playlists but im so annoyed by advertised music,Neutral,1
"easy easy, your money anywhere you go with international debit card. pay with any currency you want and easy to move your money.",Positive,2
"temu is a scam temu is a scam i got charge with 25.57 for the 5 items that they said is for free plus 4-5 small items on top of the 5 free items. i bought another 9-10 items and got charge 64,69 and i also bought few more small items and got charge 12,30. the thing is they gave me over 200 cash but i have to spend a few items for me to get that 200 and i did but i got nothing after i bought all of that. i still dont see the main items that i have order.",Negative,0
"impossible to talk to a person! spotify is double charging me. they put charges on my credit card two weeks in a row. it is absolutely impossible to talk with a real person. you get robot answers and they are ridiculous. spent a load of time online trying to straighten out the problem with no success! to stop them, i have to close down my credit card and get issued a new one. buyer beware!!",Negative,0
"why am i paying netflix for chinese why am i paying netflix for chinese , thai japanese movies , and there is more and more appearing , which are neither dubbed or have subtitles ? and for most of the movies that do have subtitles , like spanish ones or ones from latin america, they subtitles are up and away before you get a chance to read them . how can you watch and enjoy a movie if you have to continually stop and rewind then pause it to read the subtitles ? when i pay a subscription to a platform like netflix i expect to be able to watch all of the content not just some of it and why does it take so long for new content to be added . its getting ridiculous now , i think its time to cancel .",Negative,0
i spoke in phone line 3 times they i spoke in phone line 3 times they don t know what to say,Negative,0
what a joke what a joke. they cancelled our trip with no notice. they actually double booked us. do not use them. absolutely useless,Negative,0
i would rather stick pins in my eyes than deal with them again i wish they offered minus stars because i have had one he.ll of a frustrating afternoon with netflix trying to just get them to accept sky on my account. 2 agents satendar terlapu - who have to take the brunt because netflix will not train them properly or invest in proper customer services.,Negative,0
worst experience ever called customer worst experience ever called customer service about getting a discount or price consideration since i would be upgrading my membership to premium and adding two additional users to my account have been with netflix since 2016 so i thought i could speak to someone that could help me save some money being a good member and had never even spoken to anyone at their customer service since i opened my account so as a good customer thought maybe they can give me a discount spoke to a rep by the name of g she was rude as could be she said there are no discount no matter how long you being so i asked if i could speak to manager she said nothing would change because asking for manager was not going to give me a discount so then she transferred me so she said buy another person got on the call and said she was the manager called q and her response was this is a month to month app we do not give discounts nor offer better prices and that their is no membership her and that if i did not like it i could cancel anytime and go somewhere else to be happy with a prince to my liking and that i can give them a bad review because netflix don t care about customers and that they don t have will to cancel at anytime,Negative,0
"fraud i booked a reservation through booking.com, only to find out that it was fraudulent 4 weeks before travelling. i contacted them to ask if they could confirm and they continuously told me it was ok. i carried on looking only to see more than 30 people writing that itnis fraud and that they turned up in rome to no accommodation. despite this, booking.com told me it was fine and then when i went then screenshots they told me that the reservation was cancelled. i am now 6 days away from travelling and finding it impossible to find anything within the same budget and that has space and they will not respond to my emails",Negative,0
"drivers cancel on you drivers do not turn up. their contract says you cannot cancel until one hour after they were supposed to be there. extremely unfair. they allow you 5 minutes waiting time, you have to give them one hour. a paltry 25 euros in compensation. i missed my bus and only caught my flight as i got a local taxi all the way to the airport. for 141 euros. app deleted.",Negative,0
